command,mean,stddev,median,user,system,min,max,parameter_width
libseff_binsearch_clever_repo/bench/handler_stack_bench/output/massive 1000 1000 170,0.02693736484955753,0.001122935093271067,0.026743884000000002,0.02077167256637169,0.005721097345132743,0.024425975000000003,0.029708103000000003,170
libseff_automem_repo/bench/handler_stack_bench/output/massive 1000 1000 170,0.09646287177419355,0.0024885563009905925,0.096908165,0.09029735483870967,0.005215225806451614,0.092037351,0.10122591,170
libseff_master_repo/bench/handler_stack_bench/output/massive 1000 1000 180,0.0917944881875,0.002483389017452984,0.09147479900000001,0.08461940625,0.0061571562499999994,0.08788016700000001,0.10068283600000001,180
libseff_working_repo/bench/handler_stack_bench/output/massive 1000 1000 180,0.009371615414141403,0.0010624989798386456,0.009850684,0.00656171380471381,0.002304060606060607,0.006795205,0.010858913000000001,180
libseff_new_and_improved_repo/bench/handler_stack_bench/output/massive 1000 1000 180,0.10255463503846154,0.005617948765668355,0.100817029,0.09688611538461538,0.005337692307692307,0.09455998900000001,0.112079937,180
libseff_binsearch_repo/bench/handler_stack_bench/output/massive 1000 1000 180,0.03074161784615385,0.0027855362072559237,0.031203425000000003,0.024693649572649565,0.0055950085470085455,0.025559877,0.037381234,180
libseff_binsearch_clever_repo/bench/handler_stack_bench/output/massive 1000 1000 180,0.029219280958762875,0.0012424217535585145,0.029035978,0.02349819587628866,0.0053260309278350525,0.026379262,0.032083517,180
libseff_automem_repo/bench/handler_stack_bench/output/massive 1000 1000 180,0.08904373854545455,0.002245708860246124,0.089441876,0.08314096969696971,0.004909969696969697,0.084252596,0.092289956,180
libseff_master_repo/bench/handler_stack_bench/output/massive 1000 1000 190,0.09322273810344826,0.002144952760718726,0.092891262,0.08601817241379309,0.00686548275862069,0.089075839,0.10013118500000001,190
libseff_working_repo/bench/handler_stack_bench/output/massive 1000 1000 190,0.008063863875000002,0.0011213192872322798,0.007452018,0.005392367187500001,0.002340044270833335,0.006782471000000001,0.011743024000000001,190
libseff_new_and_improved_repo/bench/handler_stack_bench/output/massive 1000 1000 190,0.0961239779375,0.0037067253816988107,0.09475632850000001,0.09101165625,0.004853874999999999,0.089851203,0.10259605200000001,190
libseff_binsearch_repo/bench/handler_stack_bench/output/massive 1000 1000 190,0.031172953032258064,0.002344897526597115,0.031333057000000004,0.025565935483870966,0.005198344086021506,0.024163692,0.037227338000000006,190
libseff_binsearch_clever_repo/bench/handler_stack_bench/output/massive 1000 1000 190,0.03138056226041667,0.0013960553282796062,0.0313168325,0.02533235416666667,0.005635072916666668,0.028318827,0.034717085,190
libseff_automem_repo/bench/handler_stack_bench/output/massive 1000 1000 190,0.09426790666666666,0.0025734481209741013,0.09451031800000001,0.0885373333333333,0.005301133333333334,0.08943521,0.098232729,190
libseff_master_repo/bench/handler_stack_bench/output/massive 1000 1000 200,0.10085953372413792,0.0028250467512570343,0.100913849,0.09496948275862067,0.005642896551724137,0.094247436,0.10613687200000001,200
libseff_working_repo/bench/handler_stack_bench/output/massive 1000 1000 200,0.009317594753581659,0.001071231551366505,0.009771881000000001,0.006620939828080219,0.002344163323782234,0.0067045740000000005,0.011225734000000001,200
libseff_new_and_improved_repo/bench/handler_stack_bench/output/massive 1000 1000 200,0.11800100753846157,0.006788671569768873,0.11733684800000001,0.11207373076923077,0.005506230769230769,0.10372196800000001,0.12904738000000002,200
libseff_binsearch_repo/bench/handler_stack_bench/output/massive 1000 1000 200,0.029105830580000006,0.003994360157486387,0.0272847095,0.0229683,0.005810239999999999,0.024291628000000003,0.039201751,200
libseff_binsearch_clever_repo/bench/handler_stack_bench/output/massive 1000 1000 200,0.030606211134020622,0.0015969604959069487,0.030331098,0.024640752577319572,0.005480536082474227,0.027576581000000003,0.035020764,200
libseff_automem_repo/bench/handler_stack_bench/output/massive 1000 1000 200,0.100524453,0.002954672698212178,0.100396263,0.09445503448275865,0.005494275862068965,0.094883492,0.10855574500000001,200
libseff_master_repo/bench/handler_stack_bench/output/massive 1000 1000 210,0.10068849682758622,0.0018826406811843545,0.100657357,0.09500296551724136,0.005491068965517241,0.09646476200000001,0.10411381500000001,210
libseff_working_repo/bench/handler_stack_bench/output/massive 1000 1000 210,0.009432822488745978,0.000992105100830672,0.009838583000000001,0.006800797427652735,0.0023083794212218644,0.006856221,0.011027518,210
libseff_new_and_improved_repo/bench/handler_stack_bench/output/massive 1000 1000 210,0.12476622109090911,0.0074171026594674686,0.126306543,0.11934377272727273,0.005071454545454545,0.107485985,0.133028646,210
libseff_binsearch_repo/bench/handler_stack_bench/output/massive 1000 1000 210,0.031344142634146345,0.004148635772960865,0.030930171,0.025057121951219518,0.005741841463414634,0.024471714000000002,0.039392315000000004,210
libseff_binsearch_clever_repo/bench/handler_stack_bench/output/massive 1000 1000 210,0.03357525323595506,0.002236219835658219,0.033781687000000005,0.027156797752808992,0.00601155056179775,0.029354791,0.037361886000000004,210
libseff_automem_repo/bench/handler_stack_bench/output/massive 1000 1000 210,0.09948307620000002,0.002679904487226576,0.09894461,0.09343739999999996,0.0057176,0.09445341700000001,0.10560150300000001,210
libseff_master_repo/bench/handler_stack_bench/output/massive 1000 1000 220,0.10245215007142859,0.0025654818445805107,0.102124404,0.09610296428571431,0.006136999999999999,0.096956677,0.109573628,220
libseff_working_repo/bench/handler_stack_bench/output/massive 1000 1000 220,0.008314630682926833,0.0011214982292628213,0.007752953,0.005570228658536579,0.0024106310975609757,0.006854286,0.010752143,220
libseff_new_and_improved_repo/bench/handler_stack_bench/output/massive 1000 1000 220,0.1224552622173913,0.005227121986950153,0.12163882000000001,0.1159485652173913,0.005717739130434783,0.11467735300000001,0.130183242,220
libseff_binsearch_repo/bench/handler_stack_bench/output/massive 1000 1000 220,0.03440776222988505,0.0047816220824308305,0.035429655000000004,0.02828260919540229,0.005798758620689656,0.025082054000000003,0.043372802,220
libseff_binsearch_clever_repo/bench/handler_stack_bench/output/massive 1000 1000 220,0.03527764225000002,0.0022285867610321634,0.03566835,0.028580678571428573,0.006222952380952382,0.030833078000000003,0.040792217000000006,220
libseff_automem_repo/bench/handler_stack_bench/output/massive 1000 1000 220,0.1043588025862069,0.004081378507870582,0.103306122,0.09770334482758622,0.006330413793103448,0.09964239700000001,0.11728033,220
